,Subject,Scene,Ch,Band,Power,SPower,APower,IPower
34,002,000,C3,Alpha,0.05080237727861592,0.06980661179959324,0.32510304875304086,0.010797479583426858
35,002,000,C4,Alpha,0.16574056887976,0.3515116800305434,1.7270087218679246,0.03993237712366135
36,002,000,T5,Alpha,1.6128510006948047,4.014555477092689,18.87017456354309,0.48518675936236755
37,002,000,T6,Alpha,0.012257658862184363,0.024627140118645016,0.14430719677570072,3.189609181795844e-05
38,002,000,O1,Alpha,0.43578491906767713,1.0812990732491454,5.1001542735682905,0.1293394548920301
39,002,000,O2,Alpha,0.11819465221956059,0.30003699813818485,1.3759328309726186,0.03957317745408443
40,002,000,FP1,Beta,2.814740679515617,1.9833431506213952,10.511795511228517,0.4871459543333514
41,002,000,FP2,Beta,3.249444593420286,2.456201304093028,12.758715102199627,0.35685800712355475
42,002,000,C3,Beta,0.13604853748195408,0.12820980268001106,0.7762769605487078,0.012441631719146837
43,002,000,C4,Beta,0.40917808104005227,0.31256637724832564,1.632957196739661,0.04496900872000331
44,002,000,T5,Beta,3.8893963831920444,2.940544301101745,13.291289071021044,0.5593735417395149
45,002,000,T6,Beta,0.04021355324332731,0.044113682503081085,0.24890466863883376,0.00038176255794028995
46,002,000,O1,Beta,1.0502833956914464,0.797452695948158,3.6287244447800635,0.14881510094571124
47,002,000,O2,Beta,0.28995735990330224,0.21581505822495858,1.0360277882364253,0.04625564213262103
48,003,000,FP1,Theta,10.653659990054077,35.228953717100836,137.66489674025712,1.5151109942692267
49,003,000,FP2,Theta,10.577443891981051,27.748318417907807,128.3131144255268,2.081392390045368
50,003,000,C3,Theta,7.283812539369958,16.45832816876366,91.88184800765723,1.9041817696958248
51,003,000,C4,Theta,6.176092326073281,18.027588112561457,101.32003973394494,1.9984130181183393
52,003,000,T5,Theta,39.69699631456592,117.12657743149633,541.5988351160375,8.604269946195313
53,003,000,T6,Theta,7.120439976040041,16.90891122985688,92.5232553507158,1.200859347068806
54,003,000,O1,Theta,53.45127817407974,505.2361365358718,2621.9838922435856,12.718471911502542
55,003,000,O2,Theta,14.03915973628591,21.53948233066619,137.9872970652563,2.4539883510707985
56,003,000,FP1,Alpha,5.154314664099174,10.146705298689009,49.75220122038739,2.5464859210010404
57,003,000,FP2,Alpha,5.464400876893587,8.60898457578631,36.58672636253421,1.2045505434853225
58,003,000,C3,Alpha,5.190856182888933,4.082987223485922,18.085269103505873,1.1424444065742654
59,003,000,C4,Alpha,6.652753826160585,6.039247735508066,27.47487703759458,2.0881586550585878
60,003,000,T5,Alpha,25.41194042298026,51.937812485589994,246.9385098181973,6.253283199143287
61,003,000,T6,Alpha,5.7365632213790025,3.878661708633462,20.399395801136222,1.05859277048939
62,003,000,O1,Alpha,28.220558354987176,129.89807901412917,775.5164901710484,3.726857224603928
63,003,000,O2,Alpha,10.052319585661527,7.498222827807296,37.2153100890213,1.616432177167903
64,003,000,FP1,Beta,10.824559228749717,20.358460475617086,83.39696204257153,3.5647169057493064
65,003,000,FP2,Beta,11.986831233294733,19.769341088175988,89.48356851569892,2.788428838021198
66,003,000,C3,Beta,7.755439703022195,17.248369976740786,78.99608822764554,2.0622600976739314
67,003,000,C4,Beta,10.529710346096671,18.096009185877055,84.96160499413193,3.231375558990105
68,003,000,T5,Beta,78.50018243295438,213.35908818310037,923.1594578850132,10.010974243380993
69,003,000,T6,Beta,12.559442979255108,14.611373469641594,69.95277860412574,3.912982461559548
70,003,000,O1,Beta,56.21720468787935,233.92703968788248,1417.0559835734289,17.456067010117113
71,003,000,O2,Beta,15.139231352083641,25.74100602517537,114.24931345047837,4.946529885546567
72,004,000,FP1,Theta,0.8176019997057186,1.6693985970243639,10.653516364888686,0.1488327549951562
73,004,000,FP2,Theta,1.3133583932808064,3.960100725758016,20.804815396642965,0.21493027215815858
74,004,000,C3,Theta,0.6265576175819455,0.5539818478184516,2.8975895560633105,0.11409141316431863
75,004,000,C4,Theta,0.9539015501120555,0.8728632424570688,4.043068830358034,0.25170518165400524
76,004,000,T5,Theta,1.1469846450117074,1.683501202422911,9.210788764554728,0.3875336653913636
77,004,000,T6,Theta,0.9725296235849423,0.8385937314235831,4.922402189190773,0.22109015649447022
78,004,000,O1,Theta,0.717666513927158,0.8895888727383291,6.588395161197425,0.22040657711667191
79,004,000,O2,Theta,0.7176665139300711,0.889469275454144,6.588395161195634,0.22040657711683748
80,004,000,FP1,Alpha,0.6337189728305935,0.7674798477915502,3.956552384213558,0.145413048902038
81,004,000,FP2,Alpha,0.8697214064204066,1.8764764870787682,11.067157123986464,0.04535488443006613
82,004,000,C3,Alpha,0.3416203732458697,0.2703267104784942,1.4685796250524565,0.10803560701211005
83,004,000,C4,Alpha,0.7173883038485146,0.45356986615820616,1.9217249782654315,0.15739825031836902
84,004,000,T5,Alpha,0.9056504562952067,2.1282465308325462,11.136904538498746,0.13739200744079627
85,004,000,T6,Alpha,0.80136039064752,0.7446006443088005,2.953076802605222,0.19061809018993864
86,004,000,O1,Alpha,1.0265815747144593,0.5746081310909958,3.7074542225233156,0.3957221341732742
87,004,000,O2,Alpha,1.0265815747159208,0.5745376454544581,3.707454222522223,0.39711183764862656
88,004,000,FP1,Beta,3.748379310161019,2.510251458282874,15.194748537125296,1.3633177291770455
89,004,000,FP2,Beta,4.652620962894806,4.060081747396173,21.97944391272406,0.5289406287496706
90,004,000,C3,Beta,1.9964719586840673,0.6443519558651559,4.180184614299832,0.8380317970891064
91,004,000,C4,Beta,3.43463706832758,1.4271281831558542,7.654603105911244,0.9961116331834302
92,004,000,T5,Beta,3.446267100519068,3.5811080626728544,21.209490008062826,1.1091929797275635
93,004,000,T6,Beta,2.8350996267757718,1.5192956412684793,7.45150763114382,0.7718108749151762
94,004,000,O1,Beta,8.797257959165341,2.800024688216287,12.81631824716718,1.2112637655250924
95,004,000,O2,Beta,8.797257959171702,2.799997009775258,12.816318247164062,1.211263765525398
96,006,000,FP1,Theta,4.398084119751916,7.830428094222593,33.862406920184114,0.6155113539494182
97,006,000,FP2,Theta,2.961860011958415,5.2425124913517775,31.631504868165035,0.6759150977140655
98,006,000,C3,Theta,10.261614153849436,14.82958413684552,97.08474982824514,2.291350585051369
99,006,000,C4,Theta,1.2868934035427664,2.0402518001227166,9.811950882763405,0.37422534635373944
100,006,000,T5,Theta,3.130113830912979,3.9469884954939918,17.644575118381272,1.0445419925064798
101,006,000,T6,Theta,2.1645125756784878,3.6521854260829407,20.299599479030974,0.5124593004448145
102,006,000,O1,Theta,19.279271918849684,35.94372835302461,119.83530983761094,0.5315509257026264
103,006,000,O2,Theta,2.5736957163209797,2.1993869921455227,10.873603035782189,0.5065359674648405
104,006,000,FP1,Alpha,3.3646619714457473,5.2896866051720774,32.346327825282934,0.4891947470627691
105,006,000,FP2,Alpha,2.9937865791489204,2.6150598710702577,15.569156342480886,0.41777757877435817
106,006,000,C3,Alpha,8.399683998812616,7.3731759873609315,31.940743184597522,1.610635962138259
107,006,000,C4,Alpha,1.111648638877644,1.2280427096280377,5.477321114707837,0.18256131066682404
108,006,000,T5,Alpha,2.0381271687239884,2.7775392004463857,16.09589069696296,0.614738521616528
109,006,000,T6,Alpha,1.7445142089306462,4.5303694710954705,20.922040424368877,0.2311943348947968
110,006,000,O1,Alpha,7.413703735293252,11.351954549284512,41.43910870076422,0.5546177022262647
111,006,000,O2,Alpha,3.8172464897773937,9.65919499201884,40.80069409089208,0.5473505949788109
112,006,000,FP1,Beta,6.650906245130597,6.703331314720971,36.28170537690162,2.508867718136342
113,006,000,FP2,Beta,5.957254123611578,3.790706117538462,19.530007709151484,1.115456421743509
114,006,000,C3,Beta,17.623058600085397,27.345833016264244,100.83349062739347,3.1072638517006745
115,006,000,C4,Beta,2.550020087309294,2.1408993550770745,9.601534648663787,0.9425896047711029
116,006,000,T5,Beta,4.453849940143252,3.648045854590079,18.896521133826653,1.6017393436596008
117,006,000,T6,Beta,3.064398176836362,1.7932549986340685,9.374013678914709,1.6314176013455435
118,006,000,O1,Beta,14.15064060477199,18.412905612179593,90.77328155888334,0.9306377816505208
119,006,000,O2,Beta,7.4397270338334565,3.657508243423358,16.361524704006346,1.7072512634304315
120,008,000,FP1,Theta,3.505629521693523,9.22875934302958,39.369022215622415,0.2627638293554363
121,008,000,FP2,Theta,2.69232165630984,7.239245394249832,40.77933691363269,0.409145988639049
122,008,000,C3,Theta,4.813930983837691,5.889385241506291,31.40815683888391,0.4804438667308184
123,008,000,C4,Theta,1.3172505050607746,2.9294191536717307,13.68546179206946,0.22739177190751508
124,008,000,T5,Theta,0.907640058567506,1.08305266362414,4.122540827706775,0.1305846115149214
125,008,000,T6,Theta,0.8344196819585068,1.1325984917504268,6.1247847458584195,0.18243780658363284
126,008,000,O1,Theta,1.4931366918245135,1.7285438633100965,9.1009618693857,0.18118337789348715
127,008,000,O2,Theta,1.1490814362922253,2.4864339784540066,15.09860139655537,0.30226677220640397
128,008,000,FP1,Alpha,1.40017910689704,3.937890901055813,18.92681800006315,0.29798068508394415
129,008,000,FP2,Alpha,1.1642917953789946,2.2234370219117916,12.902405333982559,0.07883191137694916
130,008,000,C3,Alpha,1.7221850721825271,2.4558415191509653,12.855789435612976,0.32786076870881176
131,008,000,C4,Alpha,0.6061605818565223,1.0200242682674165,5.727548987755462,0.11742234069957022
132,008,000,T5,Alpha,0.5374943881743763,0.6549065259045137,3.0449811559460342,0.12539601014521068
133,008,000,T6,Alpha,0.5306248643784736,0.4041512498542827,1.7976387470675366,0.2216857590513368
134,008,000,O1,Alpha,1.0816855333778839,1.0007035412207552,5.295280090112232,0.1358315023361324
135,008,000,O2,Alpha,0.847072478071464,1.7615924826597624,8.090647360944375,0.14418967545719985
136,008,000,FP1,Beta,2.4281592824955056,3.156077872977085,16.523176973221858,0.4220157097527006
137,008,000,FP2,Beta,2.218807052663524,2.2341600806884303,15.812383567009258,0.6707061071905743
138,008,000,C3,Beta,5.099205215552385,5.5122778650830115,22.089823652572477,1.042707273966773
139,008,000,C4,Beta,1.2247465954004537,0.8331290706007306,5.342784244594643,0.6770696264668027
140,008,000,T5,Beta,0.9908595970079211,0.760045669020744,4.758990960764897,0.45034099170014935
141,008,000,T6,Beta,1.066296952168412,0.6300244157254962,3.08055160582298,0.3502564119688325
142,008,000,O1,Beta,1.4074031062871561,0.8937851836015972,4.167597516678199,0.496274670541158
143,008,000,O2,Beta,1.2593019401557743,1.1298875786274096,5.514296785754204,0.46470053207925893
144,009,000,FP1,Theta,20.376794746172116,29.205309483884523,117.34533239340811,3.9624632940800266
145,009,000,FP2,Theta,24.58500722166702,32.69712314323136,176.41710669113021,2.542586722280962
146,009,000,C3,Theta,9.310865984061525,9.61842236920001,50.507972629078,2.8809699239879945
147,009,000,C4,Theta,7.013323434340241,10.614978999483599,62.53745139416591,0.8283709878277712
148,009,000,T5,Theta,16.502510274418565,14.3018255018449,62.83290710667195,1.5027600845038902
149,009,000,T6,Theta,24.77118928728364,32.61365049880322,145.06510972948928,4.268111246607619
150,009,000,O1,Theta,12.763778390432218,9.582696692138725,53.75938204534826,1.5488547701366238
151,009,000,O2,Theta,14.827941304931556,31.115024029383257,206.52231810177705,0.9520028220832425
152,009,000,FP1,Alpha,11.211264586019858,9.55242458031705,50.9494768376132,2.1031226883040217
153,009,000,FP2,Alpha,10.803954620231455,9.931015603603724,52.60168067031422,1.4680619408592652
154,009,000,C3,Alpha,9.519413335479715,7.68772564963585,37.386427732474516,1.9537000665370314
155,009,000,C4,Alpha,4.669849899719357,3.553894520732237,22.510148543593303,1.0278858830032123
156,009,000,T5,Alpha,7.8215371072273445,9.133532507792653,43.767089554778295,0.8633143697005854
157,009,000,T6,Alpha,16.604366687119718,16.235684733857603,71.7325849636314,2.5358475612977758
158,009,000,O1,Alpha,10.261703773168366,6.68061110143665,28.85407230540552,1.03388322103836
159,009,000,O2,Alpha,8.791377690948698,6.865011869617701,32.805379388521025,1.5033969840039318
160,009,000,FP1,Beta,5.673363657096326,8.894247423591146,65.41547848181828,1.8482125051057723
161,009,000,FP2,Beta,6.5669413156038,10.031125028575552,67.29219200636062,2.208146484840718
162,009,000,C3,Beta,12.947832235847564,12.77764669316695,76.67435987275556,4.046460277303776
163,009,000,C4,Beta,2.9261276112515477,4.4453293717742515,32.51844558487271,1.0493674395759227
164,009,000,T5,Beta,5.014769246601333,2.989374798342176,17.459284930365364,1.7824398832108017
165,009,000,T6,Beta,6.7520803397717675,5.767704112897113,31.495940374871527,1.999041879147376
166,009,000,O1,Beta,6.5297920785421555,5.9026746984378695,32.00277539866932,2.4641296386992666
167,009,000,O2,Beta,4.5121495223665615,3.983297376786097,23.97148651666952,0.6903577138166472
